Age,Cust_segment,Gender,Customer_status,Customer_year,Sale
46,High,M,Active,20,117218.2362
47,Low,F,Inactive,6,36321.25
23,High,F,Active,3,48207.68125
27,High,F,Active,12,28160.16976
27,High,F,Active,3,12225.48957
41,High,F,Active,21,69885.49219
44,Low,F,Active,9,60513.37967
43,High,M,Active,7,59092.98047
45,High,F,Active,4,64167.5321
21,High,M,Active,5,5471.599976
38,High,F,Active,5,20669.13965
68,Low,M,Active,20,28200.28906
46,Low,F,Inactive,9,15428.69965
64,High,F,Active,24,24582.62012
40,High,M,Inactive,15,70995.66748
27,High,M,Active,5,28510.49023
60,Low,M,Active,15,89995.75684
38,High,F,Active,11,53840.72842
34,Low,M,Active,18,89637.09259
25,High,F,Active,12,16537.39087
74,High,M,Active,22,116410.5916
33,High,M,Active,21,20318.06055
49,High,F,Active,8,89983.26157
26,High,M,Active,2,29468
34,High,M,Active,17,58286.58
22,High,F,Active,17,15372.67969
23,High,M,Active,6,38454.2002
14,High,F,Active,2,41064.79981
26,High,F,Active,16,13836.19031
32,High,F,Active,10,70628.70898
27,High,F,Active,13,41478.51904
41,Low,M,Active,22,83387.77137
35,High,F,Active,22,39817.91943
31,Low,F,Inactive,9,80250.36
47,High,F,Active,14,37443.41125
60,Low,M,Active,22,34814.33828
39,Low,M,Active,14,76863.75
56,Low,M,Active,20,88791.94141
30,High,M,Active,17,26956.44983
25,Low,M,Active,9,52741.62842
33,High,F,Active,10,60920.83969
36,High,M,Inactive,6,8583.819733
33,Low,F,Active,11,50743.09
32,High,F,Active,7,73819.74805
47,High,F,Inactive,3,22020
39,High,M,Active,22,34248.45094
57,High,M,Active,21,143956.8894
12,Low,M,Active,4,26434.0398
48,High,F,Active,18,91342.69629
56,Low,F,Active,20,72999.5
57,High,M,Active,21,45689.55859
59,High,M,Active,24,47527.16016
42,High,F,Inactive,10,31616.98047
35,Low,F,Active,1,41743.72941
49,High,F,Active,18,29236.32031
56,Low,M,Active,9,47061.74951
26,High,F,Active,5,95741.77344
27,High,F,Active,5,37813.77905
19,High,M,Active,2,42774.58
62,Low,M,Active,21,21637.86914
33,High,M,Active,5,32665.67969
33,High,M,Active,6,89282.92969
31,Low,M,Active,20,52372.3589
21,High,F,Active,8,32300.36914
52,Low,M,Active,22,31583.62976
35,High,F,Active,8,88838.53711
26,High,M,Active,21,41091.75855
31,High,F,Active,21,96785.28244
57,High,M,Active,18,39815.70921
26,High,F,Active,19,9602.72023
15,High,M,Active,4,38950
34,Low,M,Active,20,55101.87875
35,High,F,Active,21,118668.19
39,Low,F,Active,7,67282.1023
13,High,F,Active,6,12530.87012
37,Low,M,Active,9,33820.25
39,High,M,Active,10,47928.89844
27,High,F,Active,10,93718.6213
28,Low,F,Active,9,35151.55813
24,High,M,Active,6,90962.45221
37,High,M,Inactive,8,90680.78
36,High,M,Active,6,55078.18945
44,High,F,Active,3,19595.56031
49,Low,F,Active,21,39049.521
34,High,F,Active,13,29493.95953
36,Low,F,Active,3,84110.88078
49,Low,M,Active,10,58127.94922
37,High,M,Active,7,88511.09128
34,High,F,Active,7,41781.96875
44,High,F,Active,19,40785.21875
47,High,F,Inactive,23,58530.54102
37,High,F,Active,13,16937.86031
68,Low,M,Inactive,22,42554.75
27,High,F,Active,10,77891.01172
27,High,F,Active,8,37937.94141
23,High,M,Active,8,58621.42969
45,Low,F,Active,6,17738.13037
23,Low,M,Active,10,48739.83984
46,High,M,Active,21,40844.66992
49,Low,M,Active,20,31580.97
47,High,M,Active,20,42803.7002
53,High,M,Active,9,46430.76953
36,High,M,Active,13,29387.20921
55,High,F,Active,21,139992.2303
40,High,M,Active,20,12355.93982
51,High,M,Active,10,40520.35016
33,High,F,Active,17,31126.13023
21,High,F,Active,7,31212.61914
32,High,F,Active,6,37150
31,Low,F,Active,21,73563.64063
44,High,F,Active,7,33695.94141
22,High,F,Active,22,17513.04981
53,High,M,Active,16,32240.25
15,High,F,Active,3,44132.91992
35,High,F,Inactive,22,153681.1289
32,High,F,Active,7,14914.1
25,High,F,Active,7,81471.35
21,High,M,Active,1,58317.89063
21,High,F,Active,15,20016.29022
34,High,F,Active,7,11482.2002
38,Low,F,Active,4,63971.35
22,High,F,Active,10,48741.12924
18,High,F,Active,1,19161.18994
46,High,M,Active,4,36490.58008
19,High,M,Active,11,55584.86914
24,High,M,Active,3,9260.60022
29,High,M,Active,18,62327.86096
38,Low,M,Active,17,36219.80078
57,Low,M,Inactive,22,39303.36035
60,High,M,Inactive,22,69782.03125
52,High,M,Active,6,21844
29,High,F,Active,11,37173.02
37,High,M,Active,12,86741.78906
61,Low,M,Active,18,75669.5625
32,High,F,Active,11,59705.78
28,High,F,Active,7,46622.48145
22,High,F,Active,7,30414.66016
72,High,M,Inactive,21,51796.14844
40,High,M,Active,5,77733.11719
31,High,M,Inactive,10,32210.08
15,High,M,Active,5,13301.10059
21,High,F,Active,17,88063.32844
51,Low,M,Active,7,107333.7734
49,High,M,Active,11,56870.92969
15,High,F,Active,2,40443.42
29,High,F,Active,9,50061.32875
51,Low,M,Active,22,51079.00977
48,High,M,Active,19,35565.69922
44,Low,F,Active,2,59629.04102
30,Low,F,Active,8,50973.11133
37,High,F,,21,60950.33936
39,High,M,Active,4,13683
29,High,F,Active,9,57865.46012
31,High,F,Active,18,97475.7308
14,High,F,Active,4,33170.99992
42,High,F,Active,4,63376.06982
22,High,F,Active,19,50936.51953
17,High,M,Active,4,94256.38721
29,High,F,Active,12,44008.83977
59,High,M,Active,22,37523.38159
35,High,M,Active,15,67515.79125
62,High,F,Active,7,29259.38086
36,High,M,Active,15,95041.37109
28,High,F,Active,1,30543.65991
30,High,M,Inactive,4,23735.60938
65,High,F,Inactive,21,52478.51196
16,High,M,Active,4,31294.88086
35,High,F,Inactive,16,27608.33008
24,High,M,Active,15,72786.10938
65,High,F,Inactive,22,35953.38
41,Low,F,Active,10,47621.19141
52,High,F,Inactive,11,9293.4
49,Low,M,Active,15,7899.519531
38,High,F,Active,7,67765.89844
23,High,M,Active,10,40597.05078
42,High,F,Active,8,19664.51953
23,Low,F,Active,19,39150.04094
30,High,M,Active,8,21371.42047
58,Low,M,Inactive,14,25540.0293
62,High,F,Inactive,12,9399.38
11,High,M,Active,2,25410.94
40,High,M,Active,3,66844.68164
23,High,F,Active,17,20153.17969
32,High,F,Active,3,56512.30859
44,High,M,Inactive,18,8856.070312
28,High,F,Active,12,16135.13016
58,High,M,Inactive,11,46769.35938
61,Low,M,Active,21,39364.19141
18,High,F,Active,4,14237.44971
47,Low,F,Active,18,56912.81079
36,High,M,Active,3,41786.00098
44,Low,M,Active,20,86441.34766
37,High,F,Active,5,66690.60004
53,Low,M,Inactive,11,82259.14
24,High,M,Active,6,36233.20117
36,High,M,Active,18,39755.12811
35,High,M,Active,20,65529.14795
55,Low,M,Active,19,42174.45996
36,High,F,Active,9,25898.02002
48,High,F,Active,12,64220.53809
41,Low,F,Inactive,18,47283.38
36,High,F,Active,9,45623.01141
65,Low,M,Inactive,19,97512.67383
39,High,M,Active,16,25158.64063
57,Low,M,Active,10,91854.35
26,Low,F,Active,11,14267.93043
38,High,M,Active,17,138730.126
40,High,M,Active,19,20231.64063
13,High,F,Active,1,43651.88
33,High,M,Active,17,16042.05985
25,High,F,Active,9,35631.44
38,High,F,Active,14,82072.72
11,High,F,Active,2,12872.66016
48,High,F,Active,8,132804.7266
36,High,F,Active,11,26256.0293
47,Low,M,Inactive,8,118627.59
23,High,F,Active,14,83804.14063
47,High,M,Active,8,19363.3107
31,High,M,Active,7,29559.60986
70,Low,F,Inactive,14,15918.61914
43,Low,F,Active,7,77364.99902
51,Low,F,Inactive,21,79250.28
24,High,M,Active,3,17270.05957
31,Low,F,Inactive,19,84583.5203
28,High,F,Active,6,30864.92969
38,High,F,Active,10,15329.15938
44,High,F,Inactive,6,18912.39063
22,Low,F,Active,18,59706.64844
13,High,M,Active,12,14469.36
33,High,M,Active,4,53566.44922
37,Low,F,Active,9,77080.66031
41,Low,M,Active,21,86241.10938
43,High,F,Active,7,29506.95
31,High,M,Active,6,16577.61914
25,High,F,Active,6,98864.12
38,High,F,Active,13,86717.11
25,High,F,Active,13,28662.16913
16,High,M,Active,4,85165.45781
47,High,M,Active,20,35968.46875
38,High,F,Active,20,121351.8535
52,High,M,Active,20,23337.89063
42,High,M,Active,4,34178.67969
16,High,F,Active,4,15606
34,High,F,Active,20,45006.13
12,High,F,Active,1,32161.26859
42,Low,M,Active,20,56480.74829
37,High,F,Active,4,20345.10938
44,High,F,Active,22,24852.73049
39,High,M,Active,18,62849.36133
27,High,F,Active,15,54556.37109
53,Low,M,Active,22,72077.67
38,Low,M,Active,18,68527.89063
37,Low,M,Inactive,8,29461.96924
27,High,F,Active,7,14903.08984
22,High,F,Active,6,52968.89844
47,Low,M,Active,9,144582.0278
57,Low,M,Active,9,41010.73031
39,High,F,Active,13,78369.7583
34,High,F,Active,10,14752.31039
40,High,F,Active,10,38439.05859
36,High,F,Active,8,58818.29
24,High,F,Active,19,21738.75977
47,High,M,Active,17,44310.16992
41,High,F,Active,23,53662.78906
29,High,F,Active,19,47436.24146
53,High,F,Active,21,38725.53828
27,High,M,Active,15,76260.64356
11,High,F,Active,2,22584.70972
33,High,F,Active,4,47654.86923
29,High,M,Active,5,64430.79199
34,High,F,Active,18,11150.34976
41,Low,M,Active,21,35423.38037
37,High,F,Active,5,39351.88906
43,High,M,Active,3,15299.29043
40,High,F,Active,6,87669.94345
57,High,F,Inactive,9,24167.16016
24,High,M,Active,13,77468.61719
42,High,F,Active,7,79272.53906
52,High,F,Active,7,25669.4693
37,High,F,Active,8,42224.12109
39,High,F,Active,20,87929.52344
35,High,F,Active,8,64785.39063
30,Low,F,Inactive,6,16677.12012
27,High,F,Active,13,103219.28
22,Low,M,Active,5,23350.22022
33,Low,F,Active,16,38067.81934
22,Low,M,Active,10,65082.33154
47,Low,M,Active,21,44589.37061
34,High,F,Active,19,61949.87888
31,High,F,Inactive,18,12253.79004
84,High,M,Inactive,22,32605.69141
33,High,M,Active,2,23594.34961
46,High,F,Active,6,49289.51
58,High,F,Active,15,19098.08008
26,High,F,Active,5,80623.28906
24,High,M,Active,6,74983.99219
24,High,F,Active,14,42239.10156
26,High,F,Active,20,25572.20007
27,High,F,Active,6,16155.35034
28,High,M,Active,8,38575.76984
35,High,M,Active,11,88715.73726
42,High,F,Active,21,73023.71094
52,High,F,Active,6,41277.8
28,High,F,Active,7,161485.7441
48,High,M,Inactive,22,41355.05078
45,High,F,Active,18,65961.62109
12,High,F,Active,2,26691.73987
62,High,M,Inactive,20,73977.38281
39,High,F,Active,5,50852.37
30,High,F,Active,6,95638.84
32,Low,M,Active,6,23648.95977
32,High,M,Active,11,16056.55
34,Low,M,Active,7,102364.8672
39,High,M,Active,18,30342.63
27,Low,M,Active,14,145135.1992
42,High,F,Active,20,87713.02271
26,High,M,Active,4,47503.07031
25,High,F,Active,10,62032.49
36,High,M,Active,21,73449.89063
52,Low,F,Active,21,29842.55078
22,High,M,Active,18,43148.87647
56,High,M,Active,20,89057.27
72,Low,F,Inactive,21,26937.61981
20,High,F,Active,5,77358.73912
39,High,M,Active,9,89827.72656
28,High,M,Active,5,30309.82047
37,Low,F,Active,9,88714.50977
38,High,F,Active,8,77208.91895
38,Low,F,Active,10,33077.85913
38,Low,M,Active,2,43219.10938
28,High,F,Active,10,21043.00977
34,High,F,Active,14,12444.74023
24,High,F,Active,4,68470.51984
35,High,F,Active,11,25152.85938
28,High,F,Active,5,29794.90088
34,High,F,Active,11,61875.91859
34,High,M,Active,7,39160.60276
29,High,F,Active,4,48317.37109
46,Low,M,Active,4,32773.57
29,High,F,Active,18,82919.48037
35,Low,F,Active,16,45958.66109
32,High,F,Active,4,65163.38086
32,Low,F,Active,19,23785.9707
49,High,M,Active,22,96655.20898
51,High,M,Inactive,22,89733.85938
49,High,M,Active,6,13900.75
31,High,F,Active,20,57849.24068
73,Low,M,Active,20,104239.5918
57,Low,F,Inactive,15,94892.57031
51,High,M,Active,22,94461.1582
39,High,M,Active,2,29986.31055
14,High,F,Active,7,13621.34961
21,High,F,Active,15,29654.85031
59,Low,M,Active,8,54649.6593
31,High,M,Active,3,25371.81055
36,High,F,Active,22,78329.96094
31,Low,F,Active,14,52711.34937
38,High,M,Active,21,22999.92016
36,High,F,Active,15,59658.49
36,High,F,Active,3,29790.13031
39,High,F,Active,6,67463
67,High,F,Inactive,20,38924.17188
36,High,M,Active,5,91550.63281
29,High,M,Active,9,76531.05875
34,High,M,Active,16,33516.54984
66,High,M,Inactive,15,19207.15039
33,High,M,Active,4,12402.84961
34,Low,M,Active,8,62862.36
53,High,M,Active,24,128464.1985
31,High,F,Active,20,78305.79188
26,High,F,Active,7,63883.78125
43,Low,F,Active,2,58304.25
57,High,F,Active,18,62975.28125
19,High,F,Active,6,10282.86963
49,High,M,Active,5,24271.24
62,Low,M,Active,21,48254.53047
22,High,F,Active,14,64150.42773
38,High,F,Inactive,8,18175.79004
47,Low,M,Inactive,21,123860.1377
15,High,M,Active,9,15627.72975
25,High,M,Active,10,26143.43945
50,Low,F,Active,18,84166.87
25,High,F,Active,1,42381.99
34,High,F,Active,18,17907.41065
46,High,F,Active,20,40718.86035
44,High,F,Active,10,67617.22656
34,High,F,Active,9,31388.98906
31,High,F,Active,16,56774.32
22,High,M,Active,12,97245.29688
43,High,F,Active,10,63291.19922
22,High,F,Active,5,72591.32226
47,High,F,Active,21,35697.13867
57,Low,F,Inactive,20,94096.14844
24,High,F,Active,6,64259.75
24,High,F,Active,4,15046.16008
46,High,M,Active,22,40930.73047
56,High,M,Active,20,41219.92969
31,High,F,Active,20,56727.86
64,Low,F,Active,22,41584.59
15,High,M,Active,1,64629.83887
48,High,F,Active,20,33999.44983
29,High,F,Active,18,60640.79
48,High,F,Active,10,60900.62109
25,High,F,Active,14,41159.47
33,High,M,Inactive,17,31888.48035
44,High,F,Inactive,12,15817.4397
55,High,F,Active,10,21445.73008
42,Low,M,Active,3,26629.44922
32,High,F,Active,13,64728.30078
16,High,F,Active,4,27127.73926
27,High,F,Active,5,37647.33093
56,Low,F,Active,21,71873.09888
52,High,M,Active,20,85450.8125
34,High,M,Active,21,18511.64906
47,High,F,Active,15,40511.58954
31,High,M,Active,6,19480.11963
28,High,F,Active,2,79547.00781
31,High,M,Active,15,55879.83938
59,High,M,Active,18,51570.15039
39,High,F,Active,5,131010.5703
27,High,F,Active,6,16542.7901
31,High,F,Active,4,58619.8717
28,High,F,Active,6,126058.7188
21,High,M,Active,10,8102.549805
57,High,F,Active,15,137268.1992
44,High,F,Active,5,41250
34,High,M,Active,23,103089.5264
35,High,F,Active,13,17094.60938
52,Low,M,Active,22,34385.14844
42,High,M,Active,21,33988.10031
42,High,F,Active,7,78807.00781
29,High,F,Active,16,154478.1
11,High,M,Active,2,29872.35094
46,Low,M,Active,4,94517.39063
42,High,F,Active,10,22157.7793
29,High,F,Active,10,15641.29981
59,High,F,Active,21,55205.5813
37,High,F,Active,19,86737.20219
45,High,F,Active,18,64725.53
33,High,F,Active,5,50624.44922
34,High,F,Active,21,38559.07892
43,High,M,Active,9,19513.18945
35,Low,F,Active,20,10734.58008
43,High,M,Active,22,95239.27828
45,High,M,Active,8,20452.75
44,High,F,Inactive,16,79321.65
60,High,F,Active,11,49110.67969
27,Low,F,Inactive,16,10576.33
34,High,F,Active,10,103352.28
56,High,F,Active,9,15412.59973
58,Low,F,Inactive,11,34346
44,High,F,Active,22,51477.5
29,High,F,Active,3,14232
55,High,M,Inactive,24,73706.45
30,High,F,Active,5,21830.0893
31,High,F,Active,18,83183.79102
48,High,M,Active,20,85468.94824
31,High,M,Active,3,10576.08008
30,High,M,Active,19,32089.51
22,High,M,Active,18,41868.07
56,High,M,Active,21,18175.2793
57,High,M,Inactive,22,21783.42969
34,High,F,Active,5,83554.20117
43,High,M,Active,3,19869.80008
30,High,F,Active,20,84648.60187
32,High,F,Active,19,15868.70977
23,High,F,Active,6,59355.11914
25,High,M,Active,20,88724.69238
41,Low,M,Active,4,74272.94312
27,High,M,Active,15,55879.71063
45,High,F,Inactive,3,91098.59
44,Low,F,Active,10,47470.21094
27,High,F,Active,15,89642.73
26,High,F,Active,6,47942.16049
61,Low,M,Active,21,56842.96094
25,High,F,Active,11,79162.52
27,High,F,Active,11,15169.46977
36,High,M,Active,3,24921.86963
35,High,M,Active,16,94393.73828
25,High,F,Active,10,24271.78
21,High,M,Active,16,59387.83111
27,High,M,Active,10,40506.22949
48,High,F,Active,18,35264.94
23,High,F,Active,8,89368.68988
38,High,M,Active,8,43703.69141
18,High,F,Active,5,64294.29688
43,High,M,Active,17,82288.21875
20,High,F,Active,3,48409.12042
32,High,F,Active,8,51718.32945
37,High,F,Active,6,35463.14844
50,Low,M,Inactive,11,25802.44
33,Low,F,Active,18,42695.57
47,High,F,Active,6,19827.59024
43,High,M,Active,20,32293.93945
,High,F,Inactive,20,24538.76953
28,High,M,Active,10,38182.92188
37,High,F,Active,3,60501.64844
21,High,F,Active,11,13627.85
31,High,F,Active,4,11611.94043
44,High,F,Active,18,67850.44
44,Low,F,Active,11,53451.44141
11,High,M,Active,9,45981.04016
28,High,F,Active,10,26607.99943
21,High,M,Active,2,87740
37,High,M,Active,22,78343.00977
24,High,F,Active,16,69844.15073
31,High,M,Active,22,22395.84009
20,High,M,Active,3,134608.7163
44,High,F,Active,20,98595.31372
27,High,F,Active,2,27046.90039
48,Low,M,Active,10,18872.00977
37,High,F,Active,4,21041.2793
37,High,F,Active,6,40804.68
52,Low,F,Active,13,115698.9082
48,High,M,Active,23,78034.60938
37,High,F,Active,11,9561.44043
22,Low,M,Active,11,71791.23032
37,High,F,Active,18,14080.34961
16,High,M,Active,9,31322.35
24,Low,M,Active,20,134527.3892
33,High,F,Active,9,46228.20898
27,High,F,Active,2,10461.11035
36,High,F,Active,11,33483.12012
47,High,M,Inactive,20,150557.0313
38,High,F,Active,19,46657.48926
22,Low,F,Active,8,68689.53906
21,High,F,Active,9,16609.33984
28,High,M,Active,20,67600.37793
35,High,F,Active,3,38185.50098
51,Low,M,Inactive,11,67759.03906
31,High,F,Active,15,19506.79056
34,High,M,Active,10,18739.69016
27,High,F,Active,6,16488.68015
42,High,F,Inactive,7,28473.6
39,High,F,Active,11,94122.19043
33,High,F,Active,10,22185.65955
29,High,M,Active,6,26708.75977
20,High,F,Active,5,29906.24902
28,High,M,Active,21,70840.21191
39,High,F,Inactive,11,122588.8125
25,High,F,Active,5,53759.62891
45,High,M,Active,12,111010.7437
37,High,F,Active,8,94720.51
48,High,M,Active,6,18339.23039
22,High,M,Active,7,50163.51891
54,Low,F,Active,23,34438.4306
33,High,F,Active,15,34062.89904
26,High,M,Active,2,51040.41172
48,High,M,Active,10,69514.52344
34,Low,F,Active,8,75086.44141
55,Low,F,Active,10,45950.48047
20,Low,M,Active,11,66433.29125
29,High,F,Active,3,55342.84961
21,High,F,Active,5,10269.98047
33,High,M,Active,4,28074.81977
31,High,F,Active,16,81089.53125
36,High,M,Active,3,14073.83984
54,High,M,Inactive,21,88859.09375
37,High,F,Active,6,48516.19067
43,Low,F,Active,11,61590.26074
57,High,F,Active,14,130932.9609
27,High,M,Active,5,62386.55938
46,High,F,Active,6,15204.74023
48,High,F,Active,5,10582
45,High,F,Active,10,53225.96094
34,High,F,Active,11,128019.4268
74,High,M,Inactive,18,10342.25
75,High,M,Active,20,79343.67773
27,High,F,Active,9,25999.89945
48,High,F,Active,15,42277.89941
29,Low,M,Active,7,42620.24101
37,High,F,Active,19,33119.78027
57,High,M,Inactive,10,18852.65039
33,High,M,Active,13,72066
26,High,F,Active,11,50369.24954
32,Low,F,Active,20,30274.70053
21,High,M,Active,21,65563.9
14,High,F,Active,6,63399.29102
38,High,M,Active,7,147892.51
44,Low,M,Active,9,54224.53906
34,Low,M,Active,7,27893.31055
23,High,F,Active,10,89875.75977
31,High,M,Active,14,29126.14063
22,High,M,Active,13,58283.70886
23,High,F,Active,8,87386.93
32,High,F,Active,10,13197.64002
33,High,F,Active,7,61194.85125
34,Low,F,Active,10,41362.33984
22,High,F,Active,14,42956.64
58,High,M,Active,19,94627.99219
34,High,F,Active,8,40146.98865
33,High,F,Active,6,10150.41
37,High,M,Active,20,53333.76172
36,High,F,Active,9,81858.54688
23,High,F,Active,9,35869.08984
67,High,M,Inactive,21,14469.05957
22,High,F,Active,3,39312.52185
31,High,F,Active,6,39504.05054
48,High,F,Active,22,19240.93945
38,High,M,Active,21,47119.08057
35,High,F,Active,14,93771.78188
13,High,F,Active,7,59464.84092
35,High,F,Active,4,49647.62109
39,Low,F,Active,22,92808.26636
44,High,M,Active,21,91019.16061
42,Low,F,Active,20,46140.8184
45,High,F,Active,6,44261.19
33,High,F,Active,6,21535.82959
62,Low,F,Active,21,45287.33953
39,High,F,Active,11,19629.03008
71,High,M,Inactive,21,35849.49033
47,High,M,Active,11,29691.39063
32,High,F,Active,20,149471.64
48,High,F,Active,20,17267.54007
23,High,F,Active,4,41856.50937
28,High,M,Active,19,22965.9
34,High,F,Active,15,15518.07007
29,High,F,Active,12,98608.58218
32,High,M,Active,4,38118.27014
39,High,M,Active,24,17625.11914
24,High,F,Active,19,22532.63
44,High,M,Inactive,4,10515.91992
35,High,M,Inactive,6,140802.0911
66,High,M,Active,21,85475.24
22,High,F,Active,7,24717.18933
37,High,M,Inactive,4,15280
44,High,M,Active,12,9413.219727
27,High,F,Active,10,29382.88031
52,Low,M,Active,21,57623.51172
42,High,F,Inactive,4,39696.06
25,High,F,Active,6,37058.75
59,Low,M,Inactive,22,73943.07247
29,High,F,Active,6,58213.68
53,High,F,Active,20,43237.60156
28,High,M,Active,9,21314.82019
34,High,F,Active,13,26347.79981
38,High,F,Active,21,9449.449585
42,High,M,Active,19,32170.65938
34,High,F,Active,4,19763.01953
20,High,M,Active,7,39900.68945
27,High,F,Active,7,95768.69922
30,High,F,Active,12,119263.2168
58,High,F,Active,2,46248.94922
39,High,F,Active,9,14103.87012
33,High,F,Active,13,90744.7793
37,High,F,Active,20,23938.35938
32,High,F,Active,16,18888.81982
29,High,F,Active,15,37812.46997
46,Low,F,Active,14,54118.55979
33,High,F,Active,7,20039
30,High,F,Active,11,35647.35156
45,High,M,Inactive,21,146601.8857
52,High,M,Inactive,21,11225.61035
49,High,F,Active,19,18952.0304
17,High,F,Active,3,72902.16
11,Low,F,Active,8,72617.25
15,High,M,Active,2,20587.71906
37,Low,F,Active,20,76009.16
37,Low,F,Active,13,89216.30375
37,Low,M,Active,10,95244.55078
51,High,F,Active,21,61503.26968
31,Low,F,Active,10,41081.41992
69,Low,F,Active,12,62208.66113
35,High,M,Active,12,45237.7197
47,High,F,Active,8,30120.90039
23,High,F,Active,12,79154.46094
24,High,M,Active,17,44123.74023
48,High,F,Active,5,75998.47907
32,High,M,Active,15,9322.169922
30,High,F,Active,6,62853.47656
35,High,F,Active,18,18640.65
18,High,M,Active,2,40187.14063
35,High,F,Active,10,93118.33887
45,High,M,Inactive,10,35630.05969
22,Low,M,Active,15,51302.02125
47,High,F,Inactive,22,49748.97
31,High,F,Active,14,46848.44922
20,High,F,Active,4,84197.97656
29,High,F,Active,2,100750.4922
37,High,M,Active,4,51429.69922
60,Low,F,Active,18,45005.96094
22,High,F,Active,10,49769.05
38,High,M,Active,7,59287.19089
27,High,F,Active,16,92788.36328
26,High,M,Active,11,72029
46,High,F,Active,15,87886.07031
46,Low,F,Active,16,77528.39844
41,High,M,Active,20,33092.9707
32,High,F,Active,15,36147.26953
13,Low,M,Active,15,32116.57031
40,Low,F,Active,7,43844.97925
34,High,M,Active,19,45943.31152
63,High,F,Active,21,25654.91113
24,High,F,Active,6,21381.54004
999,High,M,Active,12,62185.87891
47,High,M,Active,8,26146.56055
32,Low,M,Active,22,54645.45996
50,High,F,Active,21,106045.8125
24,High,F,Active,2,19179.02922
32,Low,M,Active,13,43955.98926
14,High,F,Active,8,7531.89978
32,High,M,Active,6,24676.89993
45,High,F,Active,9,29374.61008
23,High,M,Active,7,25309.08008
45,High,F,Active,22,28169.46899
51,Low,M,Active,10,87024.55176
83,High,M,Inactive,19,17088.58984
58,Low,F,Active,20,56510.19922
28,High,M,Active,15,35922.58106
25,High,F,Active,9,26301.82953
61,Low,M,Inactive,19,72647.99219
49,Low,M,Active,12,80886.0625
31,High,M,Inactive,10,136926.9492
29,High,F,Active,10,35248.15
40,High,F,Active,6,78747.91406
29,High,F,Active,4,16664.58984
25,High,M,Active,12,43547.83002
33,High,F,Active,12,59832.33
36,High,F,Active,6,57651.76025
31,Low,F,Active,21,16849.21094
46,High,M,Active,19,65312.53076
52,High,M,Inactive,22,74615.60156
22,High,F,Active,4,44521.36
45,High,F,Active,13,66458.25687
11,High,M,Active,4,33473.64941
13,High,F,Active,9,32438.80078
58,High,M,Active,7,36264.5
36,High,M,Active,10,22956.50938
24,High,M,Active,19,58783.57031
31,High,F,Active,15,69713.25
25,High,F,Active,5,19922.51953
58,Low,M,Active,21,68415.87156
25,High,F,Active,14,117568.7095
34,High,F,Active,17,35908.57031
26,High,M,Active,5,8158.200348
32,High,F,Active,9,53127.55859
47,Low,F,Active,6,153355.3516
34,High,F,Active,16,69504.05859
31,High,F,Inactive,6,24915.22063
27,High,M,Active,8,10096
33,High,F,Active,16,43513.07813
39,Low,F,Active,22,14388.30957
26,High,M,Active,5,93362.77
36,High,M,Active,9,10310.65039
46,High,F,Active,20,20241.56055
39,Low,F,Active,20,43154.00977
27,High,F,Active,2,79390.03313
39,High,F,Active,6,41057.48047
25,High,F,Active,4,27746.13037
56,Low,F,Active,24,71287.23828
54,High,M,Active,22,78451.63086
21,High,M,Active,5,92345.70436
39,High,F,Active,16,98828.9023
35,High,F,Inactive,14,11965.32031
45,Low,M,Active,7,48085.6294
24,High,M,Active,12,56626.17969
36,High,M,Active,21,54910.2085
39,High,M,Active,10,61386.57078
30,High,F,Active,16,58047.85059
13,High,M,Active,20,33209.48047
27,High,F,Active,4,46206.35156
32,Low,M,Active,17,90403.49843
45,High,M,Active,17,31049.87094
25,Low,M,Active,7,51530.44922
39,Low,F,Active,22,25955.68088
21,High,F,Active,19,38852.5
42,High,F,Active,20,10259.04981
34,High,F,Active,7,26185.58984
24,High,F,Active,7,12471.18958
39,High,M,Active,4,40923.60141
42,High,F,Active,14,89507.20688
44,Low,F,Active,9,83733.24023
58,High,M,Active,16,64430.6
21,High,M,Active,15,99766.91797
28,High,F,Active,3,35170.08993
999,High,M,Active,8,40394.92871
48,Low,F,Active,8,30727.49084
20,High,F,Active,1,26807.41016
30,High,F,Active,18,102289.0137
22,High,M,Active,4,40080.06
32,High,M,Active,5,100117.5103
18,High,F,Active,6,73112.91016
45,High,M,Active,11,97490.06934
82,High,M,Active,21,55302.90979
12,High,F,Active,8,60014.28
27,High,F,Active,20,23023.04991
45,Low,M,Active,10,27554.36094
28,High,F,Active,13,147216.0391
31,High,M,Active,1,20391.21094
24,High,M,Active,16,43493
68,High,M,Active,21,47654.96973
49,High,F,Active,7,91097.67033
38,Low,M,Active,21,60929.79932
35,High,F,Inactive,17,70597.51
27,High,F,Active,8,21149.88078
11,High,M,Active,12,26494.46094
33,High,F,Active,12,66067.83984
18,High,M,Active,4,23056.39063
27,High,F,Active,6,39173.9812
33,Low,Male,Active,17,15293.2002
30,Low,F,Active,16,60266.52148
12,High,F,Active,10,29103.86008
21,High,F,Active,9,67642.76922
34,High,F,Active,8,85017.91162
30,High,M,Active,13,97744.12866
59,High,M,Active,7,75714.42969
29,High,M,Active,10,25970
50,Low,M,Active,21,42528.60962
30,High,M,Active,6,16472.94043
42,High,F,Active,23,50815.71875
48,High,M,Active,20,28385.84961
15,High,M,Active,5,58191.06995
22,High,M,Inactive,6,14077
