customer_id,Age,Occupation,Location,Status,Income,Car Segment,Car_Type,Flag_Customer_NPL
1100004032,36,Farmer,Central,Married,50496,Eco Car,Used Car,0
1100004033,28,Salary,Central,Single,10367,Luxury,Used Car,0
1100004034,26,Self Employee,North,Single,13295,Pickup,New Car,0
1100004035,38,Salary,North-east,Married,73847,Pickup,Used Car,0
1100004036,29,Self Employee,South,Single,15519,Pickup,Used Car,0
1100004037,57,Salary,Central,Married,162467,Eco Car,Used Car,0
1100004038,39,Farmer,North-east,Married,45626,Pickup,Used Car,0
1100004039,32,Salary,North-east,Single,28654,Eco Car,New Car,0
1100004040,32,Farmer,South,Single,37817,SUV,Used Car,1
1100004041,26,Self Employee,Central,Single,12248,Pickup,New Car,0
1100004042,32,Self Employee,North-east,Single,32946,Eco Car,Used Car,0
1100004043,37,Self Employee,North,Married,41193,Pickup,Used Car,0
1100004044,38,Salary,North-east,Single,56224,Pickup,New Car,0
1100004045,18,Farmer,Central,Married,14215,Luxury,Used Car,0
1100004046,35,Farmer,Central,Married,42935,SUV,Used Car,0
1100004047,40,Salary,Central,Married,95163,Pickup,New Car,0
1100004048,26,Self Employee,North-east,Married,13859,Eco Car,Used Car,0
1100004049,24,Farmer,North-east,Single,12849,SUV,New Car,1
1100004050,24,Self Employee,North,Married,14952,Pickup,New Car,0
1100004051,38,Salary,North-east,Married,60247,Eco Car,Used Car,0
1100004052,27,Self Employee,South,Married,10889,Eco Car,New Car,0
1100004053,24,Self Employee,North,Single,16702,Eco Car,Used Car,0
1100004054,22,Farmer,North,Single,17805,Eco Car,New Car,0
1100004055,29,Farmer,South,Married,17554,Pickup,New Car,0
1100004056,19,Farmer,North-east,Single,15207,Eco Car,New Car,0
1100004057,18,Salary,North-east,Married,14285,Luxury,New Car,0
1100004058,39,Salary,North-east,Married,64231,Pickup,Used Car,0
1100004059,37,Salary,North-east,Single,30616,Pickup,Used Car,0
1100004060,32,Farmer,Central,Single,28921,Pickup,Used Car,0
1100004061,37,Self Employee,North-east,Married,29323,SUV,New Car,1
1100004062,28,Salary,Central,Single,12609,Eco Car,New Car,0
1100004063,33,Salary,North-east,Married,64979,Eco Car,Used Car,0
1100004064,30,Salary,Central,Single,50793,SUV,New Car,0
1100004065,22,Self Employee,North-east,Married,18668,Luxury,Used Car,0
1100004066,33,Farmer,North-east,Single,47577,Eco Car,New Car,0
1100004067,22,Salary,Central,Single,16646,Eco Car,Used Car,0
1100004068,34,Salary,Central,Single,31645,Eco Car,Used Car,0
1100004069,31,Salary,North-east,Single,74164,SUV,New Car,1
1100004070,31,Farmer,Central,Single,51624,Pickup,New Car,0
1100004071,30,Salary,Central,Married,45399,Eco Car,New Car,0
1100004072,32,Salary,Central,Married,66197,Pickup,Used Car,0
1100004073,36,Salary,Central,Single,45540,Pickup,New Car,0
1100004074,44,Salary,Central,Single,148114,Luxury,Used Car,0
1100004075,29,Farmer,North-east,Married,11585,Pickup,Used Car,0
1100004076,31,Self Employee,Central,Single,34769,Pickup,New Car,0
1100004077,24,Farmer,North,Single,16189,Pickup,Used Car,0
1100004078,20,Farmer,North,Single,15259,Eco Car,New Car,0
1100004079,26,Self Employee,North,Single,18553,SUV,Used Car,1
1100004080,18,Self Employee,North,Single,14107,Pickup,New Car,0
1100004081,16,Salary,Central,Married,14276,Eco Car,Used Car,0
1100004082,27,Salary,Central,Married,17337,Pickup,Used Car,0
1100004083,32,Farmer,Central,Single,37261,SUV,Used Car,0
1100004084,28,Self Employee,North,Single,10944,SUV,New Car,1
1100004085,34,Salary,Central,Married,43221,SUV,Used Car,1
1100004086,33,Salary,Central,Single,54382,Pickup,New Car,0
1100004087,37,Farmer,Central,Single,41160,Luxury,Used Car,0
1100004088,28,Farmer,Central,Single,11332,Pickup,Used Car,0
1100004089,21,Farmer,North,Single,16317,Luxury,Used Car,1
1100004090,22,Salary,Central,Single,16519,SUV,New Car,1
1100004091,21,Self Employee,Central,Single,18978,Eco Car,New Car,0
1100004092,62,Salary,Central,Married,142561,Pickup,Used Car,0
1100004093,29,Farmer,North,Married,19537,Pickup,Used Car,0
1100004094,25,Farmer,North-east,Single,16990,Eco Car,New Car,0
1100004095,26,Self Employee,North,Single,18920,Eco Car,Used Car,0
1100004096,30,Self Employee,Central,Single,53773,SUV,Used Car,0
1100004097,20,Salary,North-east,Married,14384,Pickup,New Car,0
1100004098,24,Farmer,Central,Single,18805,Eco Car,Used Car,0
1100004099,26,Self Employee,Central,Single,11214,Eco Car,New Car,0
1100004100,17,Farmer,Central,Single,14661,Eco Car,Used Car,0
1100004101,39,Farmer,North-east,Single,51982,Eco Car,New Car,0
1100004102,24,Salary,North-east,Single,18674,SUV,New Car,1
1100004103,43,Salary,North-east,Married,70256,SUV,Used Car,0
1100004104,26,Salary,North,Single,10292,Eco Car,New Car,0
1100004105,34,Self Employee,South,Single,54789,SUV,Used Car,0
1100004106,32,Salary,North-east,Married,42151,Pickup,Used Car,0
1100004107,22,Self Employee,North,Married,13974,Eco Car,New Car,0
1100004108,26,Self Employee,South,Single,14640,Eco Car,New Car,0
1100004109,22,Self Employee,Central,Single,15641,Eco Car,New Car,0
1100004110,25,Farmer,Central,Single,12645,SUV,Used Car,0
1100004111,33,Salary,North-east,Married,27574,Pickup,New Car,0
1100004112,17,Farmer,Central,Single,15033,Pickup,Used Car,0
1100004113,20,Farmer,North-east,Married,15192,Eco Car,New Car,0
1100004114,31,Salary,North-east,Single,44576,Pickup,Used Car,0
1100004115,40,Farmer,North-east,Single,92301,SUV,New Car,1
1100004116,30,Farmer,North,Single,49175,Pickup,New Car,0
1100004117,25,Salary,Central,Single,17750,Eco Car,New Car,0
1100004118,40,Salary,Central,Single,75977,SUV,Used Car,0
1100004119,42,Farmer,North-east,Married,130119,Pickup,Used Car,0
1100004120,25,Self Employee,North,Single,13880,Eco Car,Used Car,0
1100004121,30,Salary,North,Single,51542,Pickup,Used Car,0
1100004122,32,Farmer,North,Single,33667,Luxury,Used Car,1
1100004123,33,Salary,North-east,Single,48905,Luxury,New Car,1
1100004124,33,Salary,Central,Single,46299,Eco Car,New Car,0
1100004125,32,Self Employee,North,Married,44959,Luxury,Used Car,1
1100004126,26,Self Employee,South,Married,12671,Luxury,Used Car,1
1100004127,21,Farmer,North-east,Married,18486,Luxury,New Car,1
1100004128,32,Salary,Central,Married,61233,Eco Car,Used Car,0
1100004129,37,Farmer,North-east,Single,41237,Eco Car,Used Car,0
1100004130,35,Farmer,Central,Single,32035,Pickup,New Car,0
1100004131,37,Salary,North,Single,67365,SUV,Used Car,0
1100004132,36,Self Employee,North-east,Married,48117,Pickup,New Car,0
1100004133,26,Farmer,North-east,Single,10763,Pickup,Used Car,0
1100004134,43,Salary,Central,Single,120872,Eco Car,New Car,0
1100004135,39,Salary,Central,Single,44013,SUV,New Car,1
1100004136,25,Salary,North-east,Married,15722,SUV,New Car,1
1100004137,45,Farmer,Central,Single,83517,SUV,Used Car,0
1100004138,20,Farmer,North-east,Single,15258,Luxury,Used Car,1
1100004139,52,Farmer,South,Single,111082,Pickup,New Car,0
1100004140,45,Farmer,North-east,Married,65393,SUV,Used Car,0
1100004141,23,Salary,North-east,Single,15281,Eco Car,Used Car,0
1100004142,25,Farmer,Central,Single,11604,SUV,Used Car,0
1100004143,35,Salary,Central,Single,46920,Pickup,New Car,0
1100004144,23,Farmer,North,Married,16447,Luxury,Used Car,1
1100004145,25,Self Employee,Central,Single,17740,Pickup,Used Car,0
1100004146,22,Farmer,North-east,Married,12456,Eco Car,New Car,0
1100004147,26,Salary,South,Single,12853,SUV,Used Car,0
1100004148,28,Salary,North-east,Single,14386,SUV,Used Car,1
1100004149,22,Farmer,Central,Single,10971,SUV,Used Car,1
1100004150,28,Self Employee,North-east,Single,14649,Luxury,Used Car,1
1100004151,24,Salary,North,Single,10539,Eco Car,New Car,0
1100004152,18,Farmer,Central,Married,14070,Eco Car,Used Car,0
1100004153,31,Salary,North-east,Single,59065,Pickup,Used Car,0
1100004154,25,Farmer,North-east,Single,18091,Luxury,New Car,0
1100004155,18,Self Employee,North-east,Single,14044,Pickup,Used Car,0
1100004156,22,Self Employee,South,Married,10963,SUV,Used Car,1
1100004157,28,Farmer,Central,Married,19932,Pickup,Used Car,0
1100004158,43,Self Employee,North-east,Married,85957,Pickup,New Car,0
1100004159,31,Farmer,North-east,Single,39378,Eco Car,New Car,0
1100004160,42,Self Employee,North-east,Married,113768,Eco Car,Used Car,0
1100004161,22,Salary,North,Single,16591,Eco Car,Used Car,0
1100004162,28,Farmer,South,Single,11096,Luxury,Used Car,1
1100004163,29,Farmer,North,Married,19673,Eco Car,New Car,0
1100004164,20,Salary,Central,Single,14976,Eco Car,Used Car,0
1100004165,38,Farmer,North-east,Single,67538,Pickup,Used Car,0
1100004166,26,Farmer,North-east,Single,16418,Pickup,Used Car,0
1100004167,24,Salary,North,Married,11585,Pickup,Used Car,0
1100004168,26,Self Employee,South,Single,12666,Eco Car,Used Car,0
1100004169,25,Salary,Central,Single,13992,SUV,New Car,0
1100004170,28,Salary,North-east,Married,13084,Eco Car,Used Car,0
1100004171,27,Farmer,North,Single,15325,Luxury,New Car,1
1100004172,51,Salary,Central,Single,127408,SUV,Used Car,0
1100004173,24,Salary,Central,Single,16957,Eco Car,Used Car,0
1100004174,21,Farmer,North-east,Married,16841,Eco Car,Used Car,0
1100004175,27,Farmer,Central,Single,13599,Pickup,New Car,0
1100004176,23,Farmer,North,Single,12446,Pickup,Used Car,0
1100004177,31,Salary,Central,Married,27639,Eco Car,New Car,0
1100004178,25,Salary,South,Single,19364,Pickup,New Car,0
1100004179,31,Self Employee,South,Married,51948,Pickup,Used Car,0
1100004180,30,Salary,Central,Married,49382,Eco Car,Used Car,0
1100004181,30,Salary,South,Single,54355,Eco Car,New Car,0
1100004182,29,Salary,North-east,Single,12867,SUV,Used Car,1
1100004183,27,Salary,North-east,Single,15145,Pickup,Used Car,0
1100004184,30,Self Employee,North,Single,50241,Eco Car,Used Car,0
1100004185,30,Salary,South,Single,45597,Eco Car,Used Car,0
1100004186,32,Farmer,Central,Single,39898,Luxury,Used Car,0
1100004187,22,Self Employee,Central,Married,12715,Eco Car,Used Car,0
1100004188,31,Farmer,South,Single,67624,Eco Car,Used Car,0
1100004189,38,Farmer,Central,Single,55914,Eco Car,New Car,0
1100004190,33,Farmer,North,Married,67123,Pickup,New Car,0
1100004191,30,Farmer,North,Single,45108,Pickup,Used Car,0
1100004192,27,Self Employee,Central,Single,16429,SUV,New Car,0
1100004193,20,Salary,Central,Single,15395,Pickup,Used Car,0
1100004194,25,Salary,North,Single,18000,Luxury,Used Car,0
1100004195,23,Salary,South,Married,17107,Pickup,Used Car,0
1100004196,18,Farmer,Central,Single,15588,Eco Car,Used Car,0
1100004197,38,Self Employee,Central,Married,42377,Pickup,Used Car,0
1100004198,27,Farmer,Central,Single,14840,Eco Car,Used Car,0
1100004199,31,Farmer,Central,Married,63893,Pickup,Used Car,0
1100004200,37,Salary,Central,Single,34997,Eco Car,New Car,0
1100004201,22,Salary,South,Single,15473,SUV,Used Car,1
1100004202,32,Farmer,North-east,Single,57155,Pickup,New Car,0
1100004203,19,Self Employee,Central,Married,15084,Eco Car,New Car,0
1100004204,28,Salary,North-east,Married,19509,Pickup,Used Car,0
1100004205,18,Salary,North-east,Married,15568,Luxury,Used Car,1
1100004206,19,Salary,North-east,Married,15499,Eco Car,New Car,0
1100004207,36,Self Employee,North-east,Single,68927,Pickup,New Car,0
1100004208,33,Self Employee,North-east,Single,61450,Pickup,Used Car,0
1100004209,35,Farmer,Central,Single,61667,Pickup,Used Car,0
1100004210,27,Salary,Central,Married,12065,Eco Car,New Car,0
1100004211,44,Salary,Central,Single,67258,Eco Car,Used Car,0
1100004212,33,Salary,South,Single,46591,Pickup,Used Car,0
1100004213,28,Farmer,North-east,Single,11404,SUV,Used Car,0
1100004214,22,Salary,Central,Single,11793,Luxury,New Car,0
1100004215,30,Self Employee,Central,Single,51196,Pickup,New Car,0
1100004216,28,Salary,Central,Single,15342,Eco Car,Used Car,0
1100004217,38,Salary,North-east,Single,31167,Luxury,Used Car,0
1100004218,32,Self Employee,South,Single,53121,Eco Car,Used Car,0
1100004219,39,Salary,North,Single,58620,Pickup,Used Car,0
1100004220,21,Salary,North,Single,12169,Luxury,Used Car,1
1100004221,34,Farmer,North-east,Single,60641,Pickup,Used Car,0
1100004222,25,Salary,Central,Married,19416,Eco Car,New Car,0
1100004223,32,Farmer,South,Single,56380,SUV,Used Car,0
1100004224,19,Farmer,North-east,Single,15603,Pickup,Used Car,0
1100004225,39,Farmer,Central,Single,64889,SUV,New Car,0
1100004226,41,Salary,Central,Single,86541,Eco Car,New Car,0
1100004227,25,Self Employee,North-east,Single,10640,Pickup,Used Car,0
1100004228,29,Salary,North-east,Married,18299,SUV,New Car,0
1100004229,42,Self Employee,Central,Married,66765,Eco Car,Used Car,0
1100004230,24,Farmer,North,Single,14828,Luxury,Used Car,1
1100004231,25,Self Employee,North-east,Single,15337,Pickup,New Car,0
1100004232,23,Self Employee,North,Married,11931,SUV,Used Car,0
1100004233,34,Self Employee,Central,Married,42358,Eco Car,Used Car,0
1100004234,31,Salary,South,Single,30337,Eco Car,New Car,0
1100004235,31,Farmer,North-east,Single,41616,Eco Car,New Car,0
1100004236,35,Farmer,Central,Single,64447,Pickup,Used Car,0
1100004237,35,Farmer,Central,Single,28457,Pickup,Used Car,0
1100004238,26,Farmer,Central,Single,18603,Eco Car,New Car,0
1100004239,24,Salary,Central,Single,13551,SUV,Used Car,0
1100004240,43,Farmer,North-east,Married,116586,Eco Car,Used Car,0
1100004241,21,Salary,Central,Single,18825,SUV,Used Car,0
1100004242,27,Salary,North-east,Single,10417,Eco Car,New Car,0
1100004243,19,Farmer,Central,Married,15702,SUV,New Car,0
1100004244,41,Self Employee,Central,Single,94000,Eco Car,New Car,0
1100004245,29,Salary,Central,Married,16564,Pickup,Used Car,0
1100004246,46,Self Employee,Central,Single,52551,SUV,New Car,1
1100004247,23,Farmer,Central,Married,19918,SUV,Used Car,0
1100004248,43,Farmer,South,Single,132062,Eco Car,Used Car,0
1100004249,25,Salary,North-east,Single,15283,SUV,New Car,0
1100004250,39,Farmer,North,Married,37464,Eco Car,Used Car,0
1100004251,26,Salary,North-east,Married,10580,SUV,New Car,1
1100004252,33,Self Employee,North-east,Single,45153,Eco Car,Used Car,0
1100004253,45,Farmer,North-east,Single,68543,Eco Car,New Car,0
1100004254,29,Salary,Central,Married,19476,Eco Car,New Car,0
1100004255,30,Salary,North-east,Single,54845,SUV,Used Car,0
1100004256,28,Self Employee,Central,Married,18622,Luxury,Used Car,0
1100004257,30,Self Employee,Central,Single,54615,Luxury,New Car,0
1100004258,28,Farmer,Central,Single,10575,Eco Car,New Car,0
1100004259,24,Self Employee,Central,Single,15867,Pickup,New Car,0
1100004260,20,Farmer,North-east,Single,14734,Eco Car,New Car,0
1100004261,23,Farmer,South,Married,11745,SUV,Used Car,0
1100004262,28,Salary,North-east,Single,10922,SUV,Used Car,0
1100004263,26,Self Employee,North,Single,12961,Eco Car,Used Car,0
1100004264,42,Salary,North,Married,52300,Pickup,Used Car,0
1100004265,27,Salary,Central,Married,18945,Eco Car,New Car,0
1100004266,21,Farmer,Central,Single,14417,SUV,Used Car,1
1100004267,31,Farmer,South,Married,35708,Eco Car,New Car,0
1100004268,30,Salary,South,Single,51153,Eco Car,New Car,0
1100004269,35,Salary,South,Married,54301,Eco Car,Used Car,0
1100004270,23,Self Employee,North,Single,17261,Eco Car,New Car,0
1100004271,20,Salary,Central,Single,15415,SUV,Used Car,1
1100004272,34,Farmer,Central,Single,28095,SUV,New Car,0
1100004273,26,Self Employee,Central,Single,14532,Luxury,Used Car,0
1100004274,37,Salary,Central,Married,38849,SUV,Used Car,0
1100004275,24,Salary,South,Single,19673,Luxury,Used Car,1
1100004276,18,Salary,Central,Single,14560,Eco Car,New Car,0
1100004277,31,Salary,South,Married,45487,Eco Car,New Car,0
1100004278,28,Self Employee,South,Single,11183,Eco Car,Used Car,0
1100004279,23,Salary,South,Single,15769,Pickup,Used Car,0
1100004280,21,Salary,North-east,Married,19491,Pickup,New Car,0
1100004281,32,Salary,Central,Single,35473,Pickup,New Car,0
1100004282,19,Self Employee,Central,Single,15367,Pickup,Used Car,0
1100004283,26,Farmer,North-east,Married,11933,Eco Car,Used Car,0
1100004284,27,Farmer,North,Single,18478,SUV,Used Car,1
1100004285,18,Salary,North-east,Married,14791,Pickup,Used Car,0
1100004286,32,Farmer,North-east,Single,28946,SUV,New Car,0
1100004287,28,Self Employee,North-east,Single,18756,Eco Car,Used Car,0
1100004288,29,Farmer,North-east,Married,11840,Pickup,Used Car,0
1100004289,22,Salary,North-east,Single,11546,Pickup,New Car,0
1100004290,15,Farmer,North,Single,14500,Luxury,Used Car,1
1100004291,20,Salary,Central,Married,15514,Eco Car,New Car,0
1100004292,31,Salary,North-east,Single,55134,SUV,Used Car,0
1100004293,28,Salary,Central,Single,11413,Eco Car,Used Car,0
1100004294,25,Self Employee,Central,Single,18829,Eco Car,New Car,0
1100004295,23,Salary,North-east,Single,19949,Eco Car,Used Car,0
1100004296,44,Farmer,North,Married,142691,Eco Car,New Car,0
1100004297,19,Salary,Central,Single,14218,Eco Car,New Car,0
1100004298,24,Farmer,South,Single,11058,SUV,Used Car,1
1100004299,36,Salary,North,Single,65246,Pickup,Used Car,0
1100004300,25,Farmer,South,Single,11326,Eco Car,New Car,0
1100004301,23,Salary,Central,Single,12146,Pickup,Used Car,0
1100004302,43,Farmer,North-east,Single,95932,SUV,Used Car,0
1100004303,25,Farmer,North-east,Married,13700,Eco Car,New Car,0
1100004304,31,Self Employee,North,Single,65838,Eco Car,New Car,0
1100004305,30,Farmer,North,Single,54462,Pickup,Used Car,0
1100004306,33,Farmer,South,Married,35239,Pickup,Used Car,0
1100004307,23,Self Employee,North-east,Single,13787,Pickup,Used Car,0
1100004308,25,Salary,Central,Married,13253,Eco Car,Used Car,0
1100004309,31,Salary,North-east,Married,29885,Pickup,Used Car,0
1100004310,39,Farmer,North,Single,37867,Eco Car,New Car,0
1100004311,31,Salary,North,Married,48436,Eco Car,New Car,0
1100004312,25,Self Employee,Central,Single,11072,SUV,Used Car,0
1100004313,22,Farmer,North-east,Single,16629,Pickup,Used Car,0
1100004314,25,Farmer,Central,Married,10130,Pickup,Used Car,0
1100004315,21,Farmer,North,Single,17924,SUV,Used Car,1
1100004316,21,Salary,Central,Single,17653,Eco Car,New Car,0
1100004317,29,Salary,Central,Single,19092,Pickup,New Car,0
1100004318,43,Salary,Central,Single,80566,Pickup,Used Car,0
1100004319,16,Farmer,South,Married,15276,Luxury,New Car,0
1100004320,38,Self Employee,Central,Married,63573,Luxury,Used Car,0
1100004321,29,Farmer,Central,Married,11532,SUV,Used Car,0
1100004322,47,Salary,North-east,Single,98130,Eco Car,Used Car,0
1100004323,26,Farmer,North-east,Single,14985,Eco Car,Used Car,0
1100004324,27,Farmer,Central,Married,16073,Pickup,Used Car,0
1100004325,31,Self Employee,South,Married,62007,Pickup,Used Car,0
1100004326,15,Salary,North,Single,14100,Luxury,New Car,1
1100004327,26,Salary,Central,Single,19781,Eco Car,New Car,0
1100004328,22,Salary,South,Single,17281,Luxury,Used Car,1
1100004329,33,Salary,North-east,Single,37310,Eco Car,New Car,0
1100004330,24,Salary,North,Married,12597,Pickup,New Car,0
1100004331,30,Farmer,Central,Single,49643,SUV,Used Car,0
1100004332,14,Farmer,Central,Married,14081,Eco Car,Used Car,0
1100004333,34,Farmer,North-east,Married,25665,Eco Car,New Car,0
1100004334,23,Salary,North-east,Married,18381,Eco Car,Used Car,0
1100004335,27,Salary,South,Single,19668,Pickup,Used Car,0
1100004336,29,Salary,Central,Married,14539,SUV,Used Car,0
1100004337,30,Farmer,North-east,Single,46868,SUV,Used Car,0
1100004338,32,Farmer,Central,Single,34816,Pickup,Used Car,0
1100004339,44,Salary,South,Married,97256,Eco Car,Used Car,0
1100004340,25,Salary,Central,Married,16049,Pickup,New Car,0
1100004341,33,Self Employee,North,Married,64638,SUV,Used Car,0
1100004342,26,Farmer,Central,Married,18726,Eco Car,Used Car,0
1100004343,19,Farmer,North-east,Single,15518,Pickup,Used Car,0
1100004344,29,Salary,North-east,Married,11995,Pickup,New Car,0
1100004345,29,Farmer,North,Single,18323,Pickup,Used Car,0
1100004346,34,Farmer,North-east,Married,37138,SUV,New Car,1
1100004347,23,Farmer,North-east,Single,11594,SUV,New Car,1
1100004348,17,Salary,Central,Single,15218,Pickup,New Car,0
1100004349,26,Salary,North,Single,11092,Eco Car,New Car,0
1100004350,34,Farmer,North,Single,52843,Pickup,Used Car,0
1100004351,36,Farmer,North-east,Single,69075,Eco Car,New Car,0
1100004352,31,Farmer,Central,Single,63006,SUV,Used Car,0
1100004353,32,Salary,Central,Single,65704,Luxury,Used Car,0
1100004354,36,Salary,North-east,Married,71721,Eco Car,New Car,0
1100004355,26,Farmer,Central,Single,10038,Luxury,Used Car,1
1100004356,32,Salary,North,Married,34428,Eco Car,New Car,0
1100004357,45,Salary,Central,Single,95044,SUV,New Car,0
1100004358,27,Farmer,Central,Single,19216,Eco Car,Used Car,0
1100004359,30,Salary,North,Married,45272,Eco Car,Used Car,0
1100004360,31,Salary,Central,Married,31521,Eco Car,Used Car,0
1100004361,30,Salary,North-east,Single,54767,Pickup,New Car,0
1100004362,34,Farmer,North-east,Single,68571,Pickup,New Car,0
1100004363,31,Self Employee,Central,Single,46476,Eco Car,New Car,0
1100004364,50,Salary,Central,Married,173199,Eco Car,Used Car,0
1100004365,25,Farmer,Central,Single,10416,Eco Car,New Car,0
1100004366,24,Farmer,Central,Single,14677,Luxury,New Car,0
1100004367,21,Self Employee,North-east,Single,16900,Eco Car,Used Car,0
1100004368,33,Farmer,Central,Single,26603,Eco Car,New Car,0
1100004369,31,Self Employee,Central,Single,31604,Eco Car,Used Car,0
1100004370,18,Farmer,Central,Single,14849,Pickup,Used Car,0
1100004371,36,Salary,Central,Married,70608,Eco Car,New Car,0
1100004372,27,Salary,Central,Single,16821,Eco Car,New Car,0
1100004373,37,Self Employee,North,Married,70775,Eco Car,Used Car,0
1100004374,23,Farmer,North,Married,13003,Pickup,New Car,0
1100004375,23,Salary,North-east,Single,11936,Pickup,Used Car,0
1100004376,26,Farmer,Central,Single,10948,Eco Car,Used Car,0
1100004377,52,Farmer,South,Married,131193,SUV,New Car,0
1100004378,31,Farmer,North,Single,42811,Eco Car,New Car,0
1100004379,33,Farmer,Central,Single,27597,SUV,Used Car,1
1100004380,51,Self Employee,North-east,Single,144029,SUV,Used Car,0
1100004381,31,Self Employee,Central,Married,59910,Pickup,New Car,0
1100004382,41,Salary,Central,Single,118918,SUV,Used Car,0
1100004383,34,Salary,North-east,Single,54080,Eco Car,Used Car,0
1100004384,35,Self Employee,North-east,Single,29582,Eco Car,Used Car,0
1100004385,28,Salary,North-east,Single,10579,Pickup,Used Car,0
1100004386,23,Self Employee,North-east,Single,19958,Eco Car,Used Car,0
1100004387,25,Farmer,North-east,Single,18654,Eco Car,New Car,0
1100004388,28,Farmer,South,Married,15978,Pickup,Used Car,0
1100004389,34,Farmer,Central,Married,59111,Eco Car,Used Car,0
1100004390,29,Farmer,North,Single,15556,Pickup,Used Car,0
1100004391,26,Farmer,Central,Single,11853,Luxury,Used Car,1
1100004392,32,Salary,South,Married,48373,SUV,Used Car,0
1100004393,37,Self Employee,North-east,Married,25112,Eco Car,New Car,0
1100004394,27,Self Employee,Central,Single,10422,Luxury,New Car,0
1100004395,45,Salary,North,Single,112989,Pickup,Used Car,0
1100004396,28,Salary,North-east,Married,14965,SUV,New Car,1
1100004397,23,Self Employee,Central,Single,10184,Pickup,Used Car,0
1100004398,34,Farmer,Central,Single,47388,Pickup,New Car,0
1100004399,36,Farmer,North-east,Single,67191,Pickup,New Car,0
1100004400,26,Self Employee,Central,Single,12258,Eco Car,Used Car,0
1100004401,29,Farmer,Central,Married,11132,Pickup,Used Car,0
1100004402,25,Salary,Central,Married,12427,Luxury,Used Car,0
1100004403,33,Salary,North,Single,50542,Eco Car,New Car,0
1100004404,36,Self Employee,Central,Married,50853,Luxury,New Car,1
1100004405,26,Salary,North,Single,11835,Pickup,New Car,0
1100004406,38,Farmer,North-east,Single,32353,Eco Car,New Car,0
1100004407,25,Farmer,North,Single,16023,Pickup,Used Car,0
1100004408,21,Salary,Central,Single,14906,Pickup,Used Car,0
1100004409,30,Self Employee,North-east,Single,48961,Eco Car,New Car,0
1100004410,31,Salary,North,Single,64627,Pickup,New Car,0
1100004411,30,Salary,North-east,Married,47483,Eco Car,New Car,0
1100004412,41,Farmer,South,Single,111993,Luxury,Used Car,0
1100004413,22,Salary,South,Single,12182,Pickup,Used Car,0
1100004414,33,Farmer,North-east,Single,33044,Eco Car,New Car,0
1100004415,29,Self Employee,Central,Single,18634,Pickup,New Car,0
1100004416,24,Salary,Central,Married,16477,Eco Car,New Car,0
1100004417,17,Self Employee,North-east,Single,14003,Eco Car,Used Car,0
1100004418,24,Self Employee,Central,Single,11849,Pickup,Used Car,0
1100004419,27,Farmer,Central,Single,10301,Eco Car,Used Car,0
1100004420,21,Self Employee,South,Married,17362,Luxury,Used Car,0
1100004421,24,Farmer,Central,Married,11382,Eco Car,New Car,0
1100004422,54,Farmer,North-east,Married,165047,Eco Car,New Car,0
1100004423,34,Farmer,South,Married,49564,Luxury,Used Car,0
1100004424,31,Farmer,North-east,Single,39285,Pickup,New Car,0
1100004425,18,Salary,Central,Single,15031,SUV,Used Car,0
1100004426,36,Farmer,North,Single,29263,Eco Car,New Car,0
1100004427,25,Farmer,South,Single,17173,Pickup,New Car,0
1100004428,37,Salary,North-east,Single,28249,Eco Car,Used Car,0
1100004429,32,Salary,North-east,Single,48356,Pickup,Used Car,0
1100004430,33,Salary,Central,Single,29249,Pickup,Used Car,0
1100004431,21,Salary,North-east,Single,10268,SUV,Used Car,1
1100004432,34,Salary,Central,Single,60935,Eco Car,Used Car,0
1100004433,42,Self Employee,Central,Single,75428,Eco Car,Used Car,0
1100004434,42,Salary,Central,Married,147132,Eco Car,Used Car,0
1100004435,20,Farmer,Central,Married,14379,SUV,New Car,0
1100004436,30,Self Employee,North,Single,54925,Luxury,New Car,1
1100004437,28,Salary,Central,Single,15273,Eco Car,Used Car,0
1100004438,26,Salary,South,Married,18024,Pickup,New Car,0
1100004439,47,Farmer,Central,Married,90080,Eco Car,New Car,0
1100004440,18,Salary,Central,Single,14668,Pickup,New Car,0
1100004441,43,Farmer,North-east,Married,76163,SUV,Used Car,0
1100004442,20,Farmer,South,Single,14219,Pickup,New Car,0
1100004443,32,Salary,Central,Married,32232,Pickup,Used Car,0
1100004444,38,Farmer,South,Single,65822,Pickup,New Car,0
1100004445,31,Salary,North,Single,30721,Pickup,Used Car,0
1100004446,31,Salary,Central,Single,48670,Eco Car,Used Car,0
1100004447,35,Farmer,Central,Single,46597,Eco Car,Used Car,0
1100004448,20,Salary,South,Married,15139,Eco Car,New Car,0
1100004449,37,Salary,South,Single,61108,Pickup,Used Car,0
1100004450,44,Self Employee,Central,Single,102889,Pickup,New Car,0
1100004451,39,Salary,Central,Single,36478,Luxury,Used Car,1
1100004452,36,Farmer,North-east,Single,73695,Eco Car,New Car,0
1100004453,24,Salary,North-east,Single,18555,SUV,Used Car,1
1100004454,23,Farmer,North,Married,10100,Luxury,Used Car,1
1100004455,42,Self Employee,North,Married,90207,Pickup,New Car,0
1100004456,29,Salary,Central,Single,18973,Pickup,Used Car,0
1100004457,42,Salary,North-east,Married,105687,Eco Car,New Car,0
1100004458,35,Salary,North,Single,52894,Pickup,New Car,0
1100004459,51,Salary,Central,Single,160217,SUV,Used Car,0
